id;titulo;data_de_abertura;status;data_de_fechamento;requerente_id;categoria;localizacao;descricao;atribuido_grupo_tecnico;cidade;responsavel_id;qtd_monitor;cidade_normalizada;cidade_ibge;codigo_ibge
30225;[NOME_REMOVIDO] serviços de impressão: Instalar/configurar impressora;01-07-2025 12:55;Fechado;01-07-2025 13:39;USER_4a491f87;GAU > IMPRESSORA E SERVIÇÕES DE IMPRESSÃO;NATAL;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal
 

[NOME_REMOVIDO] [NOME_REMOVIDO]:

2) SELECIONE: : Instalar/configurar impressora
 

INFORMAÇÕES OBRIGATÓRIAS:

3) [NOME_REMOVIDO]: : [NOME_REMOVIDO]
4) TELEFONE DE CONTATO: : [TELEFONE_REMOVIDO]
5) [NOME_REMOVIDO]: : HP [NOME_REMOVIDO] 4203 DW
 

INFORMAÇÕES ADICIONAIS:

6) A [NOME_REMOVIDO] DE REDE OU USB? : [NOME_REMOVIDO] rede
7) [NOME_REMOVIDO] IP DA IMPRESSORA: : [NOME_REMOVIDO] A IMPRESSORA:

8) TOMBO: : 046947
9) ENDEREÇO IP: : NTL046947
 

ANEXO:

10) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
30212;Suporte à estação de trabalho: Problema - Software ou sistema;01-07-2025 12:44;Fechado;02-07-2025 09:43;USER_f92bf814;SUPORTE À ESTAÇÃO;SEDE CENTRAL III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Procuradorias > 5ª [NOME_REMOVIDO] justiça
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Problema - Software ou sistema
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
4) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO: : Não conseguimos identificar
5) SOFTWARE OU [NOME_REMOVIDO]: : atualizar o windows
6) DESCRIÇÃO DO PROBLEMA: : 
Computador apresenta limitações pelo fato de windows ser antigo.

 

ANEXO:

7) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
30210;Suporte à estação de trabalho: Instalação/[NOME_REMOVIDO] software ou sistema;01-07-2025 12:37;Fechado;03-07-2025 14:18;USER_850cb046;SUPORTE À ESTAÇÃO;SEDE ADMINISTRATIVA III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO II(Militão) > [NOME_REMOVIDO] PMJ's do idoso e das minorias (9ª, 26ª, 42ª)
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Instalação/[NOME_REMOVIDO] software ou sistema
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
4) SOFTWARE/SISTEMA A SER INSTALADO: : Rede
5) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO: : Rede
6) INFORMAÇÕES ADICIONAIS : 
Solicito visita de técnico urgente para verificar falta de internet após curto e queda de energia, devido à instalação de equipamento.";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
30200;[NOME_REMOVIDO]: Acesso ou [NOME_REMOVIDO] permissão a Drive;01-07-2025 12:24;Fechado;01-07-2025 12:30;USER_8eb033e3;DRIVES COMPARTILHADOS;EXTREMOZ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Extremoz
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Acesso ou [NOME_REMOVIDO] permissão a Drive
 

INFORMAÇÕES OBRIGATÓRIAS:

3) [NOME_REMOVIDO] OU REMOÇÃO? : Acesso
4) LOGIN(S) DO(S) USUÁRIO(S) A SER(EM) ADICIONADO(S) OU REMOVIDO(S): : kleber.gomes
5) DRIVE(S) COMPARTILHADO(S) AO(S) [NOME_REMOVIDO]/REMOÇÃO: : 2ª PmJ de Extremoz
6) [NOME_REMOVIDO]? : Sim
7) [NOME_REMOVIDO] ACESSO ([NOME_REMOVIDO]): : 
 

INFORMAÇÕES ADICIONAIS ([NOME_REMOVIDO]):

8) [NOME_REMOVIDO] DE LOTAÇÃO? : Não
 

ANEXO:

9) : Nenhum documento anexado";SUPORTE N1;Extremoz;USER_c3d41bf5;0;extremoz;Extremoz;2403608
30176;[NOME_REMOVIDO]: Problema com [NOME_REMOVIDO];01-07-2025 11:48;Fechado;01-07-2025 12:40;USER_9ed958dc;CERTIFICADO DIGITAL;PARNAMIRIM;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Parnamirim > Promotorias > 2ª [NOME_REMOVIDO] justiça
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Problema com [NOME_REMOVIDO]
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE DE CONTATO: : [TELEFONE_REMOVIDO]
4) NOME, IP OU [NOME_REMOVIDO] PROBLEMA: : 049893
5) DESCRIÇÃO DO PROBLEMA: : 
Estava utilizando o certificado normalmente até que ele parou de funcionar. Ao tentar enviar a peça do e-mp para o [TERMO_INTERNO] apareceu a mensagem ''ocorreu um erro...'' (foto 1). Tentei assinar juntando a minuta diretamente no [TERMO_INTERNO] e apareceu a mensagem ''1 operação falhou...'' (foto 2). Reiniciei o computador duas vezes e a mesma coisa. Não consegui mais entrar no [TERMO_INTERNO] com o certificado, só pela senha[SENHA_REMOVIDA] Fui no aplicativo do certificado digital, desloguei e tentei logar a conta novamente e apareceu a mensagem ''falha no login'' (foto 3).

 

ANEXO:

6) : Documento anexado";SUPORTE N2;Parnamirim;USER_af9ff9d4;0;parnamirim;Parnamirim;2403251
30162;[LOGIN_REMOVIDO] rede institucional: [NOME_REMOVIDO] novo usuário;01-07-2025 11:23;Fechado;01-07-2025 11:38;USER_39a85593;USUÁRIO DE REDE;SEDE ADMINISTRATIVA III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO II(Militão) > CEAF - [NOME_REMOVIDO] estágios
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : [NOME_REMOVIDO] novo [LOGIN_REMOVIDO] DE [LOGIN_REMOVIDO]:

3) QUANTIDADE DE [LOGIN_REMOVIDO] [NOME_REMOVIDO]: : Um
 

INFORMAÇÕES OBRIGATÓRIAS DO 1º [LOGIN_REMOVIDO]) [NOME_REMOVIDO]: : [NOME_REMOVIDO]
5) CPF: : 1[TELEFONE_REMOVIDO]
6) MATRÍCULA: : 2053667
7) CARGO/FUNÇÃO: : Residente
8) JÁ TRABALHOU NA INSTITUIÇÃO? : Sim
9) LOTAÇÃO (CASO JÁ TENHA LOTAÇÃO DEFINIDA): : [NOME_REMOVIDO] EStágios
 

INFORMAÇÕES ADICIONAIS DO 1º [LOGIN_REMOVIDO]) SE ESTAGIÁRIO OU TERCEIRIZADO, [NOME_REMOVIDO] CONTRATO: : 02-07-2025 
11) SE ESTAGIÁRIO OU TERCEIRIZADO, [NOME_REMOVIDO] CONTRATO: : 01-07-2028 
12) [NOME_REMOVIDO], SUGIRA [LOGIN_REMOVIDO] ACESSO, [NOME_REMOVIDO] 'NOME.SOBRENOME': : ingrid.gurgel
13) SE TERCEIRIZADO, [NOME_REMOVIDO]: : 
 

[NOME_REMOVIDO]

14) [NOME_REMOVIDO] : [NOME_REMOVIDO] DE [NOME_REMOVIDO]";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
30159;Suporte à estação de trabalho: Problema - Computador;01-07-2025 11:01;Fechado;16-07-2025 16:35;USER_092c4ae6;SUPORTE À ESTAÇÃO;TANGARÁ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Tangará > Secretaria administrativa
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Problema - Computador
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
4) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO ([NOME_REMOVIDO], [NOME_REMOVIDO]): : 018572
5) DESCRIÇÃO DO PROBLEMA: : 
Computador com problema, não liga, e quando liga demora muito a reiniciar.

6) INFORMAÇÕES ADICIONAIS : 
 

ANEXO:

7) : Nenhum documento anexado";SUPORTE N2;Tangará;USER_af9ff9d4;0;tangara;Tangará;2414001
30158;Suporte à estação de trabalho: Instalação/[NOME_REMOVIDO] software ou sistema;01-07-2025 11:01;Fechado;17-07-2025 17:10;USER_7d844a96;SUPORTE À ESTAÇÃO;SEDE ADMINISTRATIVA IV;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] e do [NOME_REMOVIDO] [TERMO_INTERNO] > [NOME_REMOVIDO] material e patrimônio
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Instalação/[NOME_REMOVIDO] software ou sistema
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
4) SOFTWARE/SISTEMA A SER INSTALADO: : WINDOWS 11
5) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO: : 040913
6) INFORMAÇÕES ADICIONAIS : 
 Conforme orientação de encerramento do chamado n° 0029495, que solicitou instalação do Widows 11 para posterior instalação da impressora PANTUM BM5100, venho solicitar instalação do [NOME_REMOVIDO] 11, no Computador sob n° de Tombo 040913, IP: [IP_REMOVIDO].";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
30157;[NOME_REMOVIDO]: Acesso ou [NOME_REMOVIDO] permissão a Drive;01-07-2025 10:56;Fechado;15-07-2025 09:41;USER_15a238bf;DRIVES COMPARTILHADOS;CAMPO GRANDE;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : [NOME_REMOVIDO]
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Acesso ou [NOME_REMOVIDO] permissão a Drive
 

INFORMAÇÕES OBRIGATÓRIAS:

3) [NOME_REMOVIDO] OU REMOÇÃO? : Acesso
4) LOGIN(S) DO(S) USUÁRIO(S) A SER(EM) ADICIONADO(S) OU REMOVIDO(S): : lavinia.silva - [EMAIL_REMOVIDO]
5) DRIVE(S) COMPARTILHADO(S) AO(S) [NOME_REMOVIDO]/REMOÇÃO: : ACESSO ao drive da 79A_PMJ_NATAL
6) [NOME_REMOVIDO]? : Não
7) [NOME_REMOVIDO] ACESSO ([NOME_REMOVIDO]): : 11-07-2025 
 

INFORMAÇÕES ADICIONAIS ([NOME_REMOVIDO]):

8) [NOME_REMOVIDO] DE LOTAÇÃO? : Não
 

ANEXO:

9) : Nenhum documento anexado";SUPORTE N1;Campo Grande;USER_6fed7464;0;campo grande;Campo Grande;2401305
30147;[LOGIN_REMOVIDO] rede institucional: [NOME_REMOVIDO] novo usuário;01-07-2025 10:23;Fechado;01-07-2025 10:35;USER_39a85593;USUÁRIO DE REDE;SEDE ADMINISTRATIVA III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO II(Militão) > CEAF - [NOME_REMOVIDO] estágios
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : [NOME_REMOVIDO] novo [LOGIN_REMOVIDO] DE [LOGIN_REMOVIDO]:

3) QUANTIDADE DE [LOGIN_REMOVIDO] [NOME_REMOVIDO]: : Um
 

INFORMAÇÕES OBRIGATÓRIAS DO 1º [LOGIN_REMOVIDO]) [NOME_REMOVIDO]: : [NOME_REMOVIDO]
5) CPF: : 1[TELEFONE_REMOVIDO]
6) MATRÍCULA: : 2053659
7) CARGO/FUNÇÃO: : Residente
8) JÁ TRABALHOU NA INSTITUIÇÃO? : Não
9) LOTAÇÃO (CASO JÁ TENHA LOTAÇÃO DEFINIDA): : [NOME_REMOVIDO] 
 

INFORMAÇÕES ADICIONAIS DO 1º [LOGIN_REMOVIDO]) SE ESTAGIÁRIO OU TERCEIRIZADO, [NOME_REMOVIDO] CONTRATO: : 01-07-2025 
11) SE ESTAGIÁRIO OU TERCEIRIZADO, [NOME_REMOVIDO] CONTRATO: : 30-06-2028 
12) [NOME_REMOVIDO], SUGIRA [LOGIN_REMOVIDO] ACESSO, [NOME_REMOVIDO] 'NOME.SOBRENOME': : amanda.santos
13) SE TERCEIRIZADO, [NOME_REMOVIDO]: : 
 

[NOME_REMOVIDO]

14) [NOME_REMOVIDO] : [NOME_REMOVIDO]";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
30142;[NOME_REMOVIDO]: Acesso ou [NOME_REMOVIDO] permissão a Drive;01-07-2025 10:18;Fechado;01-07-2025 10:22;USER_ebab7951;DRIVES COMPARTILHADOS;UPANEMA;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Upanema > [NOME_REMOVIDO] justiça
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Acesso ou [NOME_REMOVIDO] permissão a Drive
 

INFORMAÇÕES OBRIGATÓRIAS:

3) [NOME_REMOVIDO] OU REMOÇÃO? : Acesso
4) LOGIN(S) DO(S) USUÁRIO(S) A SER(EM) ADICIONADO(S) OU REMOVIDO(S): : acsa.bezerra
5) DRIVE(S) COMPARTILHADO(S) AO(S) [NOME_REMOVIDO]/REMOÇÃO: : SEC_PMJ_UPANEMA
6) [NOME_REMOVIDO]? : Sim
7) [NOME_REMOVIDO] ACESSO ([NOME_REMOVIDO]): : 
 

INFORMAÇÕES ADICIONAIS ([NOME_REMOVIDO]):

8) [NOME_REMOVIDO] DE LOTAÇÃO? : Sim
9) EM [NOME_REMOVIDO], OS DIREITOS DE [NOME_REMOVIDO] DE [NOME_REMOVIDO]? : Sim
 

ANEXO:

10) : Nenhum documento anexado";SUPORTE N1;Upanema;USER_6fed7464;0;upanema;Upanema;2414605
30139;[NOME_REMOVIDO]: Acesso ou [NOME_REMOVIDO] permissão a Drive;01-07-2025 10:08;Fechado;02-07-2025 09:37;USER_a35c950f;DRIVES COMPARTILHADOS;SANTA CRUZ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : [NOME_REMOVIDO] > 2ª [NOME_REMOVIDO] justiça
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Acesso ou [NOME_REMOVIDO] permissão a Drive
 

INFORMAÇÕES OBRIGATÓRIAS:

3) [NOME_REMOVIDO] OU REMOÇÃO? : Acesso
4) LOGIN(S) DO(S) USUÁRIO(S) A SER(EM) ADICIONADO(S) OU REMOVIDO(S): : [EMAIL_REMOVIDO]
5) DRIVE(S) COMPARTILHADO(S) AO(S) [NOME_REMOVIDO]/REMOÇÃO: : 2A_PMJ_SANTA_CRUZ
6) [NOME_REMOVIDO]? : Sim
7) [NOME_REMOVIDO] ACESSO ([NOME_REMOVIDO]): : 
 

INFORMAÇÕES ADICIONAIS ([NOME_REMOVIDO]):

8) [NOME_REMOVIDO] DE LOTAÇÃO? : Não
 

ANEXO:

9) : Nenhum documento anexado";SUPORTE N1;Santa Cruz;USER_af9ff9d4;0;santa cruz;Santa Cruz;2411205
30138;Sistemas: Sistema de Processos;01-07-2025 10:02;Fechado;04-07-2025 07:16;USER_088b39a0;SISTEMAS;SEDE CENTRAL II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Administrativos
2) CARGO: : [NOME_REMOVIDO] MPE
 

DE [NOME_REMOVIDO]?

3) SELECIONE: : e-MP
 

O QUE DESEJA SOLICITAR?

4) SELECIONE: : [NOME_REMOVIDO] sistema
 

INFORMAÇÕES OBRIGATÓRIAS:

5) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
6) DESCRIÇÃO DO PROBLEMA/DÚVIDA : 
Não estou conseguindo entrar no [NOME_REMOVIDO]-MP desde ontem.

Aparece a mensagem que houve um erro ao fazer [LOGIN_REMOVIDO]

Gostaria que esse problema fosse solucionado.

Obrigada.

 

ANEXO:

7) : Nenhum documento anexado";SUPORTE SISTEMAS;Natal;USER_ed78a147;0;natal;Natal;2408102
30128;[NOME_REMOVIDO] equipamento: Computador;01-07-2025 09:45;Fechado;02-07-2025 15:35;USER_1d78b821;SOLICITAÇÃO DE EQUIPAMENTO;SEDE ADMINISTRATIVA I;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] PMJs > [NOME_REMOVIDO] PMJs da Saúde (47º,48º,62º)
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Computador
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE DE CONTATO: : [TELEFONE_REMOVIDO]
4) O PEDIDO É DE ACRÉSCIMO OU SUBSTITUIÇÃO? : Substituição
5) QUANTIDADE DE [NOME_REMOVIDO]: : 1
6) [NOME_REMOVIDO] DE [NOME_REMOVIDO] EQUIPAMENTO: : 018612
7) O [NOME_REMOVIDO] O EQUIPAMENTO É DO [NOME_REMOVIDO] OU ANTIGO? : Antigo
8) [NOME_REMOVIDO] DE ESTABILIZADOR/NO-BREAK OU É [NOME_REMOVIDO]? : Não é necessário
9) MOTIVAÇÃO: : 
[NOME_REMOVIDO] sala dos estagiários não liga mais. Assim, solicito a substituição.

 

ANEXO:

10) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
30127;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;01-07-2025 09:45;Fechado;18-07-2025 07:13;USER_7b94fedd;SUPORTE EM EVENTOS;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Administração > Secretaria regional
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : [NOME_REMOVIDO]
3) [NOME_REMOVIDO]: : [NOME_REMOVIDO] para profissionais da [NOME_REMOVIDO] RN
4) DATA E [NOME_REMOVIDO]: : 16-07-2025 07:00
5) DATA E [NOME_REMOVIDO]: : 17-07-2025 17:00
6) [NOME_REMOVIDO]: : Miniauditório 
7) [NOME_REMOVIDO] O EVENTO: : 
Solicito suporte no evento que ocorrera nos dias 16 e 17 de julho. 

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
30123;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;01-07-2025 09:39;Fechado;18-07-2025 07:12;USER_7b94fedd;SUPORTE EM EVENTOS;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Administração > Secretaria regional
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : [NOME_REMOVIDO]
3) [NOME_REMOVIDO]: : [NOME_REMOVIDO] para profissionais da [NOME_REMOVIDO] RN
4) DATA E [NOME_REMOVIDO]: : 16-07-2025 07:00
5) DATA E [NOME_REMOVIDO]: : 17-07-2025 17:00
6) [NOME_REMOVIDO]: : [NOME_REMOVIDO] promotorias de [NOME_REMOVIDO].
7) [NOME_REMOVIDO] O EVENTO: : 
[NOME_REMOVIDO] para profissionais da [NOME_REMOVIDO] RN

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
30121;E-mail Institucional: [NOME_REMOVIDO] conta de e-mail para residente/ unidade;01-07-2025 09:38;Fechado;01-07-2025 09:48;USER_a35c950f;DINFRA > E-MAIL INSTITUICIONAL;SANTA CRUZ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : [NOME_REMOVIDO] > 2ª [NOME_REMOVIDO] justiça
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : [NOME_REMOVIDO] conta de e-mail para residente/ unidade
 

INFORMAÇÕES OBRIGATÓRIAS:

3) [NOME_REMOVIDO]? : [NOME_REMOVIDO] > 2ª [NOME_REMOVIDO] justiça
4) TELEFONE DE CONTATO: : [TELEFONE_REMOVIDO]
 

ANEXO:

5) : Nenhum documento anexado";SUPORTE N1;Santa Cruz;USER_af9ff9d4;0;santa cruz;Santa Cruz;2411205
30115;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;01-07-2025 09:33;Fechado;03-07-2025 13:11;USER_7b94fedd;SUPORTE EM EVENTOS;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Administração > Secretaria regional
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : [NOME_REMOVIDO]
3) [NOME_REMOVIDO]: : [NOME_REMOVIDO] 2ª [NOME_REMOVIDO] 
4) DATA E [NOME_REMOVIDO]: : 02-07-2025 09:00
5) DATA E [NOME_REMOVIDO]: : 02-07-2025 13:00
6) [NOME_REMOVIDO]: : [NOME_REMOVIDO] audiência
7) [NOME_REMOVIDO] O EVENTO: : 
Solicitamos suporte para realização da audiência descrita em tela. 

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
30097;[LOGIN_REMOVIDO] rede institucional: [NOME_REMOVIDO] novo usuário;01-07-2025 09:15;Fechado;01-07-2025 09:27;USER_39a85593;USUÁRIO DE REDE;SEDE ADMINISTRATIVA III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO II(Militão) > CEAF - [NOME_REMOVIDO] estágios
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : [NOME_REMOVIDO] novo [LOGIN_REMOVIDO] DE [LOGIN_REMOVIDO]:

3) QUANTIDADE DE [LOGIN_REMOVIDO] [NOME_REMOVIDO]: : Um
 

INFORMAÇÕES OBRIGATÓRIAS DO 1º [LOGIN_REMOVIDO]) [NOME_REMOVIDO]: : [NOME_REMOVIDO] DE FARIAS
5) CPF: : 1[TELEFONE_REMOVIDO]
6) MATRÍCULA: : 2053640
7) CARGO/FUNÇÃO: : Estagiário
8) JÁ TRABALHOU NA INSTITUIÇÃO? : Não
9) LOTAÇÃO (CASO JÁ TENHA LOTAÇÃO DEFINIDA): : [TERMO_INTERNO] INCLUSÃO
 

INFORMAÇÕES ADICIONAIS DO 1º [LOGIN_REMOVIDO]) SE ESTAGIÁRIO OU TERCEIRIZADO, [NOME_REMOVIDO] CONTRATO: : 01-07-2025 
11) SE ESTAGIÁRIO OU TERCEIRIZADO, [NOME_REMOVIDO] CONTRATO: : 30-06-2027 
12) [NOME_REMOVIDO], SUGIRA [LOGIN_REMOVIDO] ACESSO, [NOME_REMOVIDO] 'NOME.SOBRENOME': : ana.fraga
13) SE TERCEIRIZADO, [NOME_REMOVIDO]: : 
 

[NOME_REMOVIDO]

14) [NOME_REMOVIDO] : [NOME_REMOVIDO] DE OLIVEIRA";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
30086;[NOME_REMOVIDO] equipamento: Outros periféricos;01-07-2025 08:53;Fechado;01-07-2025 12:42;USER_5f4499aa;SOLICITAÇÃO DE EQUIPAMENTO;SEDE CENTRAL II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Administrativos > [NOME_REMOVIDO] gestão de pessoas
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Outros periféricos
3) [NOME_REMOVIDO]: : Webcam
 

INFORMAÇÕES OBRIGATÓRIAS:

4) TELEFONE DE CONTATO: : [TELEFONE_REMOVIDO]
5) O PEDIDO É DE ACRÉSCIMO OU SUBSTITUIÇÃO? : Substituição
6) QUANTIDADE DE [NOME_REMOVIDO]: : 1
7) [NOME_REMOVIDO] DE [NOME_REMOVIDO] EQUIPAMENTO: : 49971
8) MOTIVAÇÃO: : 
Solicito a substituição de 01 webcan e o acréscimo de 01 fone de ouvido

 

ANEXO:

9) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
30085;Sistemas: Sistema de Processos;01-07-2025 08:52;Fechado;01-07-2025 11:33;USER_f888c4e9;SISTEMAS;TOUROS;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Touros > Secretaria administrativa
2) CARGO: : [NOME_REMOVIDO] MPE/[NOME_REMOVIDO]
 

DE [NOME_REMOVIDO]?

3) SELECIONE: : AtendeMP
 

O QUE DESEJA SOLICITAR?

4) SELECIONE: : Nova requisição
 

INFORMAÇÕES OBRIGATÓRIAS:

5) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
6) [NOME_REMOVIDO]: : 
Tendo em vista o novo fluxo de encaminhamentos de documentos da PmJ [NOME_REMOVIDO] protocolo, solicito que seja habilitada a função AUTOATENDIMENTO para o meu [LOGIN_REMOVIDO] 

 

ANEXO:

7) : Nenhum documento anexado";SUPORTE SISTEMAS;Touros;USER_c3d41bf5;0;touros;Touros;2414407
30081;[LOGIN_REMOVIDO] rede institucional: [NOME_REMOVIDO] novo usuário;01-07-2025 08:49;Fechado;01-07-2025 09:00;USER_39a85593;USUÁRIO DE REDE;SEDE ADMINISTRATIVA III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO II(Militão) > CEAF - [NOME_REMOVIDO] estágios
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : [NOME_REMOVIDO] novo [LOGIN_REMOVIDO] DE [LOGIN_REMOVIDO]:

3) QUANTIDADE DE [LOGIN_REMOVIDO] [NOME_REMOVIDO]: : Um
 

INFORMAÇÕES OBRIGATÓRIAS DO 1º [LOGIN_REMOVIDO]) [NOME_REMOVIDO]: : [NOME_REMOVIDO]
5) CPF: : [TELEFONE_REMOVIDO]
6) MATRÍCULA: : 2053632
7) CARGO/FUNÇÃO: : Residente
8) JÁ TRABALHOU NA INSTITUIÇÃO? : Não
9) LOTAÇÃO (CASO JÁ TENHA LOTAÇÃO DEFINIDA): : 7ª Procuradoria
 

INFORMAÇÕES ADICIONAIS DO 1º [LOGIN_REMOVIDO]) SE ESTAGIÁRIO OU TERCEIRIZADO, [NOME_REMOVIDO] CONTRATO: : 01-07-2025 
11) SE ESTAGIÁRIO OU TERCEIRIZADO, [NOME_REMOVIDO] CONTRATO: : 30-06-2028 
12) [NOME_REMOVIDO], SUGIRA [LOGIN_REMOVIDO] ACESSO, [NOME_REMOVIDO] 'NOME.SOBRENOME': : laura.costa
13) SE TERCEIRIZADO, [NOME_REMOVIDO]: : 
 

[NOME_REMOVIDO]

14) [NOME_REMOVIDO] : [NOME_REMOVIDO] DE LUCENA";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
